index,a1,a2,a3,b1,b2,b3,c1,o1,o2
279,1.7408920802057586,67.15849343184536,0.7477239204596025,Uni,moderate,NS,F,22.159361675286338,med
280,1.624395228426247,66.28000008581336,0.7178047714197722,Grad plus,turbo,S,F,25.118811688250744,high
281,1.6513945992683676,65.84366913414512,0.7389288882520358,Uni,moderate,S,F,24.14417131750736,med
282,1.683698815259762,66.59982011145911,0.756681471217914,HS,light,NS,F,23.493311848610464,low
283,1.537829564885649,66.04664351098917,0.6888801356229112,Grad,heavy,S,F,27.92764656587756,med
284,1.4738639103826394,63.76159129479296,0.6790690294111812,Uni,moderate,S,F,29.35245141268026,med
285,1.6753623823225225,66.36426178783844,0.7359463860639054,Grad,heavy,S,M,23.64377120929937,high
286,1.6410810581273478,66.31589151951691,0.7202253043531157,Grad,heavy,S,F,24.6239401528039,med
287,1.5493159741131928,64.49808865441351,0.6837898229178434,Grad,heavy,S,M,26.869949335715166,high
288,1.6504262957804543,67.91275162095701,0.7387202542781248,Grad,heavy,S,F,24.932111365403653,med
289,1.5322373225811876,65.96971891322113,0.6636662221094731,some HS,inactive,NS,F,28.099109716591737,low
290,1.5687102425220802,66.0608114154564,0.6957230504399051,some HS,inactive,NS,M,26.844692859809204,low
291,1.621988503948364,66.46618606202402,0.715740138718894,HS,light,NS,F,25.264180496215968,low
292,1.6199012529520465,66.28630785713256,0.7554718518989942,Grad,heavy,S,M,25.26077943742806,high
293,1.5720579006250912,64.29179096447588,0.6936347090701809,Uni,moderate,NS,F,26.014677651138662,med
294,1.6685039432800934,67.87770521572097,0.7318737275446925,Grad,heavy,S,F,24.38218805947604,med
295,1.5905181801407633,66.26667893601201,0.6945910520700326,Grad plus,turbo,S,M,26.194971516860193,high
296,1.5067837207211527,65.34626713041251,0.680914805448291,Uni,moderate,NS,F,28.781865867521518,med
297,1.5896851582162193,67.66948941586108,0.6984967692345883,Grad plus,turbo,S,M,26.777539001553624,high
298,1.6064014819403882,66.06881718950717,0.7050038642876559,Grad,heavy,S,M,25.602851638808215,high
299,1.4392489490287668,65.5218008649737,0.6447962471733963,Uni,moderate,NS,M,31.63107730054814,med
300,1.5073502259165328,65.03588543873005,0.663259500765911,Uni,moderate,S,F,28.623630476415048,med
301,1.6071156997976492,66.64229853572131,0.7194980881596323,Grad plus,turbo,S,M,25.802137207558193,high
302,1.6608372488980547,66.51086995711812,0.7274103482341217,some HS,inactive,NS,M,24.112290946140988,low
303,1.5571566835913828,67.37476369714007,0.7085823625563845,Grad,heavy,S,F,27.78642196685495,med
304,1.673177665239027,65.51724565201616,0.7274655498124131,some HS,inactive,NS,F,23.402998997785627,low
305,1.6864193497389983,65.99947452976568,0.7510575336499141,some HS,inactive,NS,F,23.20648287125559,low
306,1.3653942121672273,63.85010410930433,0.6212820689518556,Grad plus,turbo,S,M,34.24881066093898,high
307,1.6174517845183334,67.10258108683709,0.7151983658833331,Grad,heavy,S,F,25.6493603298999,med
308,1.4382466705455679,64.54826788742636,0.6331646519014258,some HS,inactive,NS,M,31.204543824961824,low
309,1.615139383682789,65.97097055916468,0.7297651567439105,HS,light,NS,M,25.289070035541865,med
310,1.5816685663167094,65.03282947679784,0.6923809450656686,some HS,inactive,NS,M,25.995709947619453,low
311,1.5591751157591176,67.00993104946977,0.6855026291475361,Grad plus,turbo,S,F,27.564453172556608,high
312,1.6290567106821245,67.25822427408613,0.7259383810605635,Uni,moderate,S,F,25.343873407253625,med
313,1.459153603876118,64.78250104549454,0.6526686490248422,Grad plus,turbo,S,M,30.426758431292168,high
314,1.4885508598260493,65.70037004785476,0.6519627727475269,Uni,moderate,NS,M,29.651076125359317,med
315,1.4925528610624776,65.6444529714332,0.6733721249834291,Grad plus,turbo,S,M,29.467181021623887,high
316,1.7646274251917429,68.90442077285508,0.7920821541662212,Grad,heavy,S,M,22.127942646072345,high
317,1.7766155498294331,68.4890203457189,0.7795696551401758,HS,light,NS,M,21.69871603086839,med
318,1.7745733627049347,66.95253379824334,0.777294419045841,Uni,moderate,NS,F,21.260775465004794,med
319,1.4327504137830105,64.33487450685475,0.6308596387855132,some HS,inactive,NS,F,31.34046046887151,low
320,1.6185989789645896,65.92977236061168,0.7165512792420318,Grad,heavy,S,F,25.16535446703794,med
321,1.6820927321248638,65.55815491120075,0.7604808261918576,Grad plus,turbo,S,M,23.17004372968515,high
322,1.6238023001240558,65.46455841010521,0.7205892309890749,Uni,moderate,S,M,24.827897181661996,med
323,1.7251484288789722,67.48057789364448,0.7620699595910447,Uni,moderate,NS,M,22.673880802038493,med
324,1.61631875667285,66.66979785703086,0.7190318770636447,some HS,inactive,NS,M,25.519673448881644,low
325,1.5718057747721534,65.11789269339357,0.6867637574301628,Grad plus,turbo,S,F,26.35740061877703,high
326,1.6571928824670978,65.62878680386174,0.7206207994360828,Grad plus,turbo,S,F,23.897268180439646,high
327,1.7876028877857904,68.02839060001479,0.7868333045652404,Uni,moderate,NS,F,21.288648998669693,med
328,1.680089613028883,67.6798715871729,0.7556881378109043,HS,light,NS,M,23.976988353450377,med
329,1.4984276337042952,64.15691033853322,0.6655655147345565,Grad,heavy,S,M,28.574056152154597,high
330,1.747560564360341,67.19154139499258,0.7761853321735163,Grad plus,turbo,S,F,22.00139065659228,high
331,1.5795065314965198,66.16617052480557,0.7017435502059636,HS,light,NS,F,26.52119859611115,low
332,1.7042317540741252,65.83384816557185,0.7498323578264959,some HS,inactive,NS,F,22.666889916948115,low
333,1.6389187830669443,65.92986282010207,0.7129654618646334,some HS,inactive,NS,M,24.545241360163036,low
334,1.7085886337919394,67.26394716590222,0.759649948580561,Grad plus,turbo,S,F,23.0413182766045,high
335,1.694033470573019,65.86306454867207,0.7434246992772293,Grad plus,turbo,S,F,22.95080698054864,high
336,1.6937265521891074,67.70460103772456,0.7592000080561424,Grad plus,turbo,S,M,23.60106448033476,high
337,1.5112411468943847,64.91713952279162,0.6881092817470164,some HS,inactive,NS,M,28.424434657305067,low
338,1.64183537450532,66.12125823084416,0.7255844478870245,Uni,moderate,NS,F,24.529115715865608,med
339,1.4364498316716483,64.32265048077053,0.6282546250290185,Uni,moderate,S,M,31.173316300165972,med
340,1.584804575877067,65.61973332702037,0.7125330955691799,Grad,heavy,S,M,26.12660793454299,high
341,1.5874284067997793,65.48270318187423,0.6923554044055221,HS,light,NS,M,25.985932368149108,med
342,1.505863707066423,64.50031606383865,0.6673572465706098,Grad plus,turbo,S,F,28.443989513555966,high
343,1.6257947036531248,66.79643523909793,0.7232744660430008,HS,light,NS,F,25.270967954490885,low
344,1.5513313878272297,66.16353948097274,0.6824411044601116,Grad,heavy,S,M,27.49220483213757,high
345,1.5609042546064835,66.06130072942044,0.6811327067519033,HS,light,NS,M,27.11406243811965,low
346,1.5552252175044914,65.6582489648991,0.6873559054753022,Grad,heavy,S,M,27.145804509382277,high
347,1.6727215577133379,66.30899954773571,0.7460985184727424,Uni,moderate,S,M,23.69873514510955,med
348,1.6434054701485228,66.64143343269409,0.7174701972052178,Grad,heavy,S,F,24.674870019149676,med
349,1.6316940586718796,66.14874584347196,0.7248913796602211,some HS,inactive,NS,M,24.84529456918706,low
350,1.719788697299003,66.6063745664894,0.7631314076565829,HS,light,NS,M,22.51985628151056,med
351,1.589489371176331,66.33514860316859,0.708845464678748,Grad plus,turbo,S,F,26.2559931291605,high
352,1.4496033677728954,64.02273035198634,0.651595920698194,Grad,heavy,S,M,30.46742935342589,high
353,1.475777905965091,64.57981957024678,0.6746578713519454,Grad,heavy,S,M,29.652056497498997,high
354,1.6754244876179878,66.75587987551093,0.7477220922980616,Grad,heavy,S,F,23.781530837624036,med
355,1.6146346015824835,66.30741543997057,0.7140613204037166,HS,light,NS,M,25.43393691675522,med
356,1.5064790610405399,65.61004718948203,0.6770615246348807,Uni,moderate,S,M,28.909737664367977,med
357,1.4869759332073371,65.39193890336787,0.6526865200607855,HS,light,NS,F,29.5744267693822,low
358,1.3876994864812469,62.84674160426609,0.6257782602991792,Uni,moderate,NS,M,32.635623233635776,med
359,1.5336063957235049,65.78755052685067,0.682992665312602,Grad plus,turbo,S,F,27.97150888845206,high
360,1.6753860442174944,65.52089439265913,0.7410852138049355,some HS,inactive,NS,M,23.342643113166936,low
361,1.6793122899585597,66.6243321645949,0.746115217998244,Grad,heavy,S,F,23.624897667922866,high
362,1.5569734349546773,65.34104269520603,0.700844002086785,Grad,heavy,S,F,26.954026755912928,med
363,1.7616375185177549,68.11065663080518,0.7666332448196037,some HS,inactive,NS,M,21.947343704814166,low
364,1.672761630371263,67.54354274976835,0.7387055005217604,some HS,inactive,NS,M,24.13880242034126,low
365,1.627983159603702,66.39407290492147,0.7206156000651102,Grad plus,turbo,S,M,25.05125540922717,high
366,1.6128743820074385,65.30722017479732,0.7210183279117202,some HS,inactive,NS,M,25.104993340157172,low
367,1.7628845078949622,66.95141044235234,0.7748333456807411,Uni,moderate,S,M,21.54328903105728,med
368,1.5587426559049093,63.2849760284974,0.7047010332900604,some HS,inactive,NS,M,26.046644307021403,low
369,1.6837607213978616,67.47067679778309,0.764866726935593,some HS,inactive,NS,M,23.798759395862746,low
370,1.535318185952658,66.71748864792539,0.6901836118299279,HS,light,NS,F,28.303679773420015,low
371,1.5412943667805177,65.39123040718191,0.6962396378007079,some HS,inactive,NS,M,27.526330937525874,low
372,1.8140810541334647,68.19890582936767,0.7992553660255398,Grad,heavy,S,M,20.723544195856135,high
373,1.526030148928834,65.69202858000506,0.6815568224170835,Grad plus,turbo,S,M,28.208919112795325,high
374,1.6330791260399171,66.84015847212332,0.716128943958678,HS,light,NS,M,25.06242068083126,med
375,1.4802811254602812,64.12907003144677,0.6580637134466157,Grad,heavy,S,F,29.26621365241667,med
376,1.5706557485650925,65.27174671664167,0.71289232251314,Grad,heavy,S,F,26.458378109800723,med
377,1.585398581173995,67.31345027962638,0.7168603694351601,HS,light,NS,M,26.780884799295993,med
378,1.6777520078642738,67.27143546367031,0.7524721002059513,Grad,heavy,S,M,23.89874858286926,high
379,1.661538870026335,65.8749752910704,0.7380024307325525,Uni,moderate,NS,M,23.86159411475163,med
380,1.739553572897508,67.60138384808799,0.7778075548161976,HS,light,NS,M,22.33983545108306,med
381,1.7162353846134615,65.70570417509754,0.7588154462089873,Uni,moderate,S,M,22.307421346337645,med
382,1.6463134474852115,65.06232897608632,0.7404259002509951,Uni,moderate,S,F,24.00515718253124,med
383,1.547158247152323,65.88084408410474,0.6768739183110039,HS,light,NS,M,27.5226141401203,low
384,1.5974019881402333,65.87235251375432,0.7104713099089969,HS,light,NS,M,25.815154734456918,med
385,1.5311587513010436,66.29443720317647,0.6752891281360119,Uni,moderate,S,M,28.277215804938933,med
386,1.637429760968264,65.07664594974834,0.7289015691890508,some HS,inactive,NS,F,24.271678009536615,low
387,1.6928470710868722,67.61552501173199,0.7394979646305179,Grad,heavy,S,F,23.59451049285527,med
388,1.5632988798398517,64.36008453348121,0.6980362710909872,Grad,heavy,S,F,26.334954506457326,med
389,1.7424552791372911,67.79221476182795,0.7777062388295397,HS,light,NS,F,22.328345383167,low
390,1.648440930627772,63.98408401112744,0.7409113344523947,some HS,inactive,NS,F,23.54643581842833,low
391,1.5593611583058424,65.55068983277206,0.6683843931166467,Grad plus,turbo,S,M,26.957762437458374,high
392,1.5325087318045159,64.97570841681141,0.6716219965187261,Grad,heavy,S,M,27.665919431237956,high
393,1.7268584984637458,68.09654397035078,0.7609270647247984,Uni,moderate,S,F,22.83555476113114,med
394,1.4826703775302723,65.62467437325091,0.6782333870417722,HS,light,NS,F,29.852309790244984,low
395,1.5506152503014985,65.4476562570075,0.7041685986713425,HS,light,NS,M,27.219866870495355,med
396,1.5933392217818114,66.14614640974007,0.7083786921537389,HS,light,NS,F,26.054818609769757,low
397,1.5654076809372994,65.56898246109043,0.7028822335445891,Grad plus,turbo,S,M,26.75737610714366,high
398,1.6453520095782312,66.93834370897575,0.7244915713084562,Grad plus,turbo,S,M,24.726196155877684,high
399,1.6162699162643526,65.95845766438137,0.721103334150692,HS,light,NS,F,25.2489145692182,low
400,1.4424270620107968,66.03168776377862,0.6307977729080617,Grad plus,turbo,S,F,31.736912492273202,high
401,1.6053908748416446,65.68416006282777,0.7051104732521112,HS,light,NS,M,25.48584694124345,med
402,1.4500395811127311,64.5319118259761,0.6450544089791089,Uni,moderate,NS,F,30.691267003018197,med
403,1.5646488645409395,66.04726103373521,0.6982636421315424,Grad plus,turbo,S,M,26.97870091811518,high
404,1.6497478376022154,66.46721184222646,0.7296199615526826,HS,light,NS,F,24.421499465972968,low
405,1.6507019402334056,67.61067747023134,0.7057677902819942,Grad,heavy,S,M,24.812925074756198,high
406,1.5011996704579453,65.7130566807793,0.6680762634502148,Uni,moderate,NS,F,29.159142501847764,med
407,1.3119065287562663,62.77908488624811,0.6083896641288309,Grad plus,turbo,S,M,36.47616689278192,high
408,1.541918496041286,65.60468014087934,0.6820099228379473,Uni,moderate,S,F,27.593830124977536,med
409,1.475385226312401,63.72282382540572,0.6584420222418703,some HS,inactive,NS,F,29.274140457142767,low
410,1.620591296976681,67.44016603979583,0.708684167151265,some HS,inactive,NS,F,25.67861679281662,low
411,1.4798065354363446,63.42529509728449,0.6776083796386785,some HS,inactive,NS,M,28.963604898430642,low
412,1.446232115478661,63.75862098736461,0.641692706034739,HS,light,NS,F,30.483365440551708,low
413,1.4370544434158414,63.030616901886376,0.6515587733007011,Grad,heavy,S,M,30.521446621791796,high
414,1.5501670593473638,65.72562470004792,0.7002274198629211,Grad,heavy,S,M,27.351283723254845,high
415,1.6505528333851496,66.1812344680948,0.7318979581182625,some HS,inactive,NS,F,24.292712077211657,low
416,1.5978527132990592,66.94286293583625,0.7246090533363427,Grad plus,turbo,S,F,26.21988562405332,high
417,1.5970047262115803,65.36058353263324,0.7171888570462733,Grad plus,turbo,S,F,25.627339251882358,high
418,1.7443792715349318,67.34943203850632,0.7758510349672632,some HS,inactive,NS,F,22.133602341623586,low
419,1.6336168991340543,65.4819475213357,0.7145768673964371,some HS,inactive,NS,M,24.536982472800204,low
420,1.6787738787127378,66.70040306392507,0.7377403702318377,HS,light,NS,M,23.667045851202115,med
421,1.8018999776626445,69.03226795182464,0.7809046343189683,Uni,moderate,S,F,21.261347313044592,med
422,1.6310885529632189,65.14537878096708,0.7207103489311355,HS,light,NS,F,24.486602650982356,low
423,1.5156346223689356,64.43677277567005,0.6782791901851057,Grad plus,turbo,S,F,28.050767352104085,high
424,1.6789228489250647,66.70496318607965,0.7433601092962859,Grad,heavy,S,F,23.66446386419918,med
425,1.6281536587895906,66.34322197349935,0.7101862705666878,Grad,heavy,S,F,25.026826352537697,med
426,1.6960059891078305,65.45971136542632,0.7190696506716775,Grad plus,turbo,S,M,22.757226023753137,high
427,1.639152887638862,67.18648479991329,0.7171998767546767,Grad,heavy,S,F,25.00592896456181,med
428,1.675588322077959,66.94588902853296,0.7391557261816661,Grad,heavy,S,M,23.844557287267794,high
429,1.6464122428185692,66.59325911210216,0.7298587453453623,Grad plus,turbo,S,M,24.567054896645782,high
430,1.6407795290005585,65.8836514770389,0.7129632495708106,HS,light,NS,M,24.472436099197186,med
431,1.5739793595276301,66.21385755687947,0.6838226341171063,Uni,moderate,S,M,26.727037584630537,med
432,1.4922087933894794,63.07663335878846,0.6775325261920231,some HS,inactive,NS,F,28.32756961604788,low
433,1.3720432483371767,63.360787579290545,0.620050393500212,some HS,inactive,NS,M,33.657741054172135,low
434,1.3809502281993,63.78324954069601,0.6243590247794203,Uni,moderate,NS,F,33.44649315798425,med
435,1.5873007412861246,66.39830593726053,0.7175286579573922,some HS,inactive,NS,M,26.35351571879828,low
436,1.6073403900321501,65.65834288359153,0.708485580989121,HS,light,NS,M,25.41406881723336,med
437,1.6509402576022982,66.97654158852112,0.7340268404333373,HS,light,NS,M,24.57310310695955,med
438,1.651191349593716,66.41440091103647,0.7310216387025681,some HS,inactive,NS,F,24.359448409457066,low
439,1.534154953495842,66.8123252937863,0.6915965976923716,HS,light,NS,F,28.38691083409578,low
440,1.552888438565035,66.31235980255911,0.6871995144062553,HS,light,NS,M,27.498814404232302,low
441,1.6840413904173117,65.84300690824281,0.7236902027754331,some HS,inactive,NS,F,23.21689478076983,low
442,1.3647839964128616,63.35007261374014,0.598727157072624,Uni,moderate,NS,F,34.01099006322745,med
443,1.4808927091603206,64.67751758432637,0.6835926908275318,HS,light,NS,M,29.492130894251833,low
444,1.621450420279423,66.44086997993497,0.7119697083420049,Grad plus,turbo,S,M,25.271322105178587,high
445,1.7960521189454504,67.7483360735235,0.7881848303308269,Grad,heavy,S,F,21.002005261870348,high
446,1.4823601729497462,65.35536114053114,0.6708738382549259,some HS,inactive,NS,M,29.742244710195774,low
447,1.5844784640408724,65.98509505680123,0.6968632434352083,HS,light,NS,M,26.282892893614495,med
448,1.5720163538449503,65.28486963137577,0.692645272207413,HS,light,NS,F,26.417907896883495,low
449,1.800452514786361,67.53295047093326,0.7889011110156441,some HS,inactive,NS,M,20.833027189725033,low
450,1.7041305035660508,68.55567513481546,0.7610150810086996,Uni,moderate,S,F,23.6068321186146,med
451,1.5381732230916116,65.15271423266523,0.6961584512956162,some HS,inactive,NS,F,27.537342066826486,low
452,1.6390087461901865,65.69485609540803,0.7387380751343351,Grad,heavy,S,M,24.455065111928544,high
453,1.5829772788746617,66.30639561652555,0.6972689127495854,some HS,inactive,NS,F,26.460988126863366,low
454,1.5976445691452914,66.30237644755115,0.7191801619219814,HS,light,NS,M,25.97578972560866,med
455,1.749951766937419,67.33511340842655,0.7632187499292056,Grad plus,turbo,S,F,21.988187856005148,high
456,1.6084210890220214,66.37394252926798,0.7015444547085858,Uni,moderate,NS,M,25.656540571668867,med
457,1.7352684406782493,67.25884416809667,0.7688571469063362,Grad,heavy,S,M,22.336548366313384,high
458,1.4394088601237922,64.23958540374159,0.6470604650370275,HS,light,NS,F,31.005189222512257,low
459,1.4879067218169628,64.03264272648993,0.6691468798206639,Grad,heavy,S,F,28.923444682776278,med
460,1.6419500050755478,66.30385080716052,0.7305057100171456,Uni,moderate,S,M,24.593418121085886,med
461,1.5625944118029442,65.45906962269451,0.6908971958594291,some HS,inactive,NS,F,26.808795054231542,low
462,1.5256247011077344,64.68292865342205,0.6851588454482851,Uni,moderate,S,M,27.790365067056744,med
463,1.6514737253843772,67.00450373423217,0.7395245439412548,HS,light,NS,M,24.567482641580256,med
464,1.5872403500827428,65.25584989814107,0.6967603948799278,Uni,moderate,S,M,25.902045359237693,med
465,1.6336654303741232,65.69303789700217,0.7304096129712488,Grad plus,turbo,S,M,24.614618410986033,high
466,1.5599773951185287,66.28246787173042,0.6882976379467513,Grad plus,turbo,S,M,27.23717489329232,high
467,1.8608476300068624,67.99745535317707,0.81590622724929,Grad plus,turbo,S,F,19.636814303175694,high
468,1.4359374877486344,64.41419335493477,0.6602110524799486,Grad,heavy,S,M,31.239962594053978,high
469,1.5662853312200256,66.22698005846155,0.6838117962743643,some HS,inactive,NS,M,26.99561280336285,low
470,1.602710289117204,65.24702450918873,0.7030517068310221,HS,light,NS,F,25.400991026336353,low
471,1.3834756637304353,62.96114382362414,0.6157158114073712,Grad plus,turbo,S,F,32.89497504654476,high
472,1.6498640651099017,66.19370163273149,0.748185779268908,Grad,heavy,S,F,24.317579316084853,high
473,1.627815776648127,66.73739997215763,0.7179017264479205,Uni,moderate,S,M,25.18597548586826,med
474,1.6263739695752744,66.08907115542986,0.7087091765931122,Grad plus,turbo,S,M,24.985544524275653,high
475,1.7572096307356788,68.45703749549769,0.7915996078153529,HS,light,NS,M,22.1702684218393,med
476,1.6369007427141244,66.64130288263247,0.7200674274235079,some HS,inactive,NS,M,24.87131727721171,low
477,1.42446547505773,63.25396119606489,0.6416231928616589,Uni,moderate,NS,M,31.173378487934887,med
478,1.5177818390424762,66.29830376852644,0.6755647840597802,Grad plus,turbo,S,F,28.77953106311047,high
479,1.6991144087331351,66.34322771673811,0.7404190965518384,HS,light,NS,F,22.980070215362225,low
480,1.7075597078288667,67.67202687729693,0.7360712026116865,some HS,inactive,NS,M,23.209051246094575,low
481,1.5246553135190406,65.22763893409217,0.6908159400669933,HS,light,NS,M,28.060041901623848,low
482,1.621052802187232,66.08511614969035,0.7139743381954047,some HS,inactive,NS,F,25.148340686054656,low
483,1.7026686663225818,66.82282495028171,0.747461958002113,Grad plus,turbo,S,F,23.049661069633256,high
484,1.5870634618004944,64.89001539566964,0.6982939866911848,some HS,inactive,NS,F,25.762576285984252,low
485,1.612648844601372,64.9795745547307,0.7287026620137652,some HS,inactive,NS,M,24.98602924785032,low
486,1.6551384425822842,65.90215388169888,0.7305450250050861,Grad,heavy,S,M,24.056417772283734,high
487,1.6242791554259248,65.96318569964777,0.7215791622276426,Grad plus,turbo,S,M,25.00231829996671,high
488,1.5915438801229884,66.2487694811368,0.7140175303974259,Uni,moderate,S,F,26.15414830716356,med
489,1.618972495299413,66.9055607569099,0.7235817806599092,HS,light,NS,F,25.526029912489836,low
490,1.6041938090010435,65.02531663196481,0.7163630621087029,Uni,moderate,S,M,25.267879883181063,med
491,1.6532754869559165,66.05266950665059,0.736413637609544,HS,light,NS,M,24.165730128709704,med
492,1.6760821536774002,65.94458475983154,0.736411980132364,Uni,moderate,NS,F,23.474077503844054,med
493,1.6998373546980716,67.8930981457008,0.7507719555069367,Grad plus,turbo,S,F,23.496917362999817,high
494,1.6213785938583367,65.12495837490602,0.7246225669899818,Grad,heavy,S,M,24.77299920839872,high
495,1.6601392507235255,66.08466332918788,0.7218531922497565,Uni,moderate,NS,M,23.97792770027759,med
496,1.672044086261452,68.27548052348558,0.7350672302955373,Grad,heavy,S,F,24.42133027468812,med
497,1.683482545060885,67.90592844978237,0.7352527571246846,some HS,inactive,NS,F,23.960200937744826,low
498,1.5870124855219594,64.27633208700192,0.7141077755404497,Grad plus,turbo,S,F,25.520571692534997,high
499,1.4421695733310587,64.58353176342266,0.6339276372939685,Grad,heavy,S,F,31.051968256342178,med
